c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment,c_regionkey,c_comment
26374,Diana Customer 26374,26374 Main St,24,555-3273,90659.81,BUILDING,4,Customer 26374 comment
26375,Diana Customer 26375,26375 Main St,0,555-1905,41341.06,FURNITURE,0,Customer 26375 comment
26376,Alice Customer 26376,26376 Main St,1,555-6951,78093.73,MACHINERY,1,Customer 26376 comment
26377,Alice Customer 26377,26377 Main St,2,555-3199,88154.82,MACHINERY,2,Customer 26377 comment
26378,Alice Customer 26378,26378 Main St,3,555-8733,87287.06,HOUSEHOLD,3,Customer 26378 comment
26379,Alice Customer 26379,26379 Main St,4,555-3820,57691.19,BUILDING,4,Customer 26379 comment
26380,Henry Customer 26380,26380 Main St,5,555-2405,7695.53,BUILDING,0,Customer 26380 comment
26381,Grace Customer 26381,26381 Main St,6,555-1412,96274.1,FURNITURE,1,Customer 26381 comment
26382,Jack Customer 26382,26382 Main St,7,555-1634,3672.32,HOUSEHOLD,2,Customer 26382 comment
26383,Jack Customer 26383,26383 Main St,8,555-3685,94604.09,MACHINERY,3,Customer 26383 comment
26384,Frank Customer 26384,26384 Main St,9,555-1859,-6014.84,HOUSEHOLD,4,Customer 26384 comment
26385,Jack Customer 26385,26385 Main St,10,555-2079,29844.03,HOUSEHOLD,0,Customer 26385 comment
26386,Diana Customer 26386,26386 Main St,11,555-6062,12632.4,MACHINERY,1,Customer 26386 comment
26387,Bob Customer 26387,26387 Main St,12,555-2938,12856.85,BUILDING,2,Customer 26387 comment
26388,Diana Customer 26388,26388 Main St,13,555-6786,85330.42,HOUSEHOLD,3,Customer 26388 comment
26389,Charlie Customer 26389,26389 Main St,14,555-9067,99983.54,FURNITURE,4,Customer 26389 comment
26390,Grace Customer 26390,26390 Main St,15,555-9977,716.91,AUTOMOBILE,0,Customer 26390 comment
26391,Alice Customer 26391,26391 Main St,16,555-3535,37799.32,HOUSEHOLD,1,Customer 26391 comment
26392,Diana Customer 26392,26392 Main St,17,555-8277,82499.55,FURNITURE,2,Customer 26392 comment
26393,Henry Customer 26393,26393 Main St,18,555-2508,79532.28,FURNITURE,3,Customer 26393 comment
26394,Alice Customer 26394,26394 Main St,19,555-7627,56557.1,FURNITURE,4,Customer 26394 comment
26395,Henry Customer 26395,26395 Main St,20,555-2969,2175.27,AUTOMOBILE,0,Customer 26395 comment
26396,Frank Customer 26396,26396 Main St,21,555-2587,41063.79,FURNITURE,1,Customer 26396 comment
26397,Jack Customer 26397,26397 Main St,22,555-6396,44079.7,AUTOMOBILE,2,Customer 26397 comment
26398,Eve Customer 26398,26398 Main St,23,555-5719,73301.24,AUTOMOBILE,3,Customer 26398 comment
26399,Henry Customer 26399,26399 Main St,24,555-7362,61011.33,AUTOMOBILE,4,Customer 26399 comment
26400,Bob Customer 26400,26400 Main St,0,555-4314,-1414.98,HOUSEHOLD,0,Customer 26400 comment
26401,Frank Customer 26401,26401 Main St,1,555-6737,37433.41,FURNITURE,1,Customer 26401 comment
26402,Jack Customer 26402,26402 Main St,2,555-2394,44290.05,FURNITURE,2,Customer 26402 comment
26403,Eve Customer 26403,26403 Main St,3,555-5947,-2445.18,MACHINERY,3,Customer 26403 comment
26404,Henry Customer 26404,26404 Main St,4,555-7051,49162.13,AUTOMOBILE,4,Customer 26404 comment
26405,Bob Customer 26405,26405 Main St,5,555-7997,26592.13,HOUSEHOLD,0,Customer 26405 comment
26406,Grace Customer 26406,26406 Main St,6,555-5419,40575.83,BUILDING,1,Customer 26406 comment
26407,Charlie Customer 26407,26407 Main St,7,555-8022,-6961.35,MACHINERY,2,Customer 26407 comment
26408,Iris Customer 26408,26408 Main St,8,555-1727,95752.31,MACHINERY,3,Customer 26408 comment
26409,Eve Customer 26409,26409 Main St,9,555-4260,35240.4,FURNITURE,4,Customer 26409 comment
26410,Grace Customer 26410,26410 Main St,10,555-1988,29824.85,MACHINERY,0,Customer 26410 comment
26411,Diana Customer 26411,26411 Main St,11,555-6519,67599.94,FURNITURE,1,Customer 26411 comment
26412,Bob Customer 26412,26412 Main St,12,555-6332,16935.3,FURNITURE,2,Customer 26412 comment
26413,Diana Customer 26413,26413 Main St,13,555-9645,37338.91,MACHINERY,3,Customer 26413 comment
26414,Henry Customer 26414,26414 Main St,14,555-3705,31205.26,HOUSEHOLD,4,Customer 26414 comment
26415,Charlie Customer 26415,26415 Main St,15,555-2067,63793.51,MACHINERY,0,Customer 26415 comment
26416,Jack Customer 26416,26416 Main St,16,555-7971,47796.91,BUILDING,1,Customer 26416 comment
26417,Charlie Customer 26417,26417 Main St,17,555-7596,75101.93,AUTOMOBILE,2,Customer 26417 comment
26418,Jack Customer 26418,26418 Main St,18,555-1260,70346.38,MACHINERY,3,Customer 26418 comment
26419,Jack Customer 26419,26419 Main St,19,555-5204,63285.06,HOUSEHOLD,4,Customer 26419 comment
26420,Diana Customer 26420,26420 Main St,20,555-8983,17684.71,AUTOMOBILE,0,Customer 26420 comment
26421,Frank Customer 26421,26421 Main St,21,555-6369,8973.47,HOUSEHOLD,1,Customer 26421 comment
26422,Eve Customer 26422,26422 Main St,22,555-1519,62949.14,BUILDING,2,Customer 26422 comment
26423,Diana Customer 26423,26423 Main St,23,555-6894,13927.39,AUTOMOBILE,3,Customer 26423 comment
26424,Eve Customer 26424,26424 Main St,24,555-5663,25211.8,MACHINERY,4,Customer 26424 comment
26425,Iris Customer 26425,26425 Main St,0,555-9733,91915.75,AUTOMOBILE,0,Customer 26425 comment
26426,Diana Customer 26426,26426 Main St,1,555-6258,277.41,MACHINERY,1,Customer 26426 comment
26427,Alice Customer 26427,26427 Main St,2,555-9177,42729.89,HOUSEHOLD,2,Customer 26427 comment
26428,Grace Customer 26428,26428 Main St,3,555-7433,88993.36,MACHINERY,3,Customer 26428 comment
26429,Diana Customer 26429,26429 Main St,4,555-8604,46358.57,MACHINERY,4,Customer 26429 comment
26430,Iris Customer 26430,26430 Main St,5,555-7325,39638.71,HOUSEHOLD,0,Customer 26430 comment
26431,Henry Customer 26431,26431 Main St,6,555-2724,69445.27,AUTOMOBILE,1,Customer 26431 comment
26432,Alice Customer 26432,26432 Main St,7,555-3380,15510.95,AUTOMOBILE,2,Customer 26432 comment
26433,Grace Customer 26433,26433 Main St,8,555-9004,81804.55,AUTOMOBILE,3,Customer 26433 comment
26434,Charlie Customer 26434,26434 Main St,9,555-8866,64624.03,MACHINERY,4,Customer 26434 comment
26435,Charlie Customer 26435,26435 Main St,10,555-4651,7564.66,AUTOMOBILE,0,Customer 26435 comment
26436,Jack Customer 26436,26436 Main St,11,555-1107,40717.75,MACHINERY,1,Customer 26436 comment
26437,Iris Customer 26437,26437 Main St,12,555-2916,51115.85,HOUSEHOLD,2,Customer 26437 comment
26438,Bob Customer 26438,26438 Main St,13,555-6807,25450.69,MACHINERY,3,Customer 26438 comment
26439,Henry Customer 26439,26439 Main St,14,555-5622,85743.29,MACHINERY,4,Customer 26439 comment
26440,Grace Customer 26440,26440 Main St,15,555-7769,1084.77,HOUSEHOLD,0,Customer 26440 comment
26441,Alice Customer 26441,26441 Main St,16,555-2691,35807.85,AUTOMOBILE,1,Customer 26441 comment
26442,Bob Customer 26442,26442 Main St,17,555-1400,57234.77,HOUSEHOLD,2,Customer 26442 comment
26443,Diana Customer 26443,26443 Main St,18,555-1981,55663.95,AUTOMOBILE,3,Customer 26443 comment
26444,Eve Customer 26444,26444 Main St,19,555-6845,-4860.68,BUILDING,4,Customer 26444 comment
26445,Eve Customer 26445,26445 Main St,20,555-7589,48527.19,BUILDING,0,Customer 26445 comment
26446,Iris Customer 26446,26446 Main St,21,555-4754,37849.14,BUILDING,1,Customer 26446 comment
26447,Grace Customer 26447,26447 Main St,22,555-3053,7900.08,MACHINERY,2,Customer 26447 comment
26448,Alice Customer 26448,26448 Main St,23,555-1743,71397.47,MACHINERY,3,Customer 26448 comment
26449,Bob Customer 26449,26449 Main St,24,555-8090,38078.96,FURNITURE,4,Customer 26449 comment
26450,Diana Customer 26450,26450 Main St,0,555-5866,14283.93,HOUSEHOLD,0,Customer 26450 comment
26451,Frank Customer 26451,26451 Main St,1,555-2001,68884.12,FURNITURE,1,Customer 26451 comment
26452,Grace Customer 26452,26452 Main St,2,555-1388,-6796.72,BUILDING,2,Customer 26452 comment
26453,Frank Customer 26453,26453 Main St,3,555-6807,2946.03,MACHINERY,3,Customer 26453 comment
26454,Alice Customer 26454,26454 Main St,4,555-8769,9676.73,HOUSEHOLD,4,Customer 26454 comment
26455,Iris Customer 26455,26455 Main St,5,555-7349,25790.89,AUTOMOBILE,0,Customer 26455 comment
26456,Alice Customer 26456,26456 Main St,6,555-9433,87169.3,MACHINERY,1,Customer 26456 comment
26457,Grace Customer 26457,26457 Main St,7,555-5980,87130.24,BUILDING,2,Customer 26457 comment
26458,Grace Customer 26458,26458 Main St,8,555-7133,-8210.41,MACHINERY,3,Customer 26458 comment
26459,Grace Customer 26459,26459 Main St,9,555-6990,33117.49,AUTOMOBILE,4,Customer 26459 comment
26460,Iris Customer 26460,26460 Main St,10,555-6751,40392.95,BUILDING,0,Customer 26460 comment
26461,Henry Customer 26461,26461 Main St,11,555-2463,96375.51,FURNITURE,1,Customer 26461 comment
26462,Charlie Customer 26462,26462 Main St,12,555-3748,24092.06,FURNITURE,2,Customer 26462 comment
26463,Jack Customer 26463,26463 Main St,13,555-2896,60932.13,BUILDING,3,Customer 26463 comment
26464,Jack Customer 26464,26464 Main St,14,555-1352,59163.08,AUTOMOBILE,4,Customer 26464 comment
26465,Jack Customer 26465,26465 Main St,15,555-1367,21189.55,BUILDING,0,Customer 26465 comment
26466,Eve Customer 26466,26466 Main St,16,555-5754,18648.65,HOUSEHOLD,1,Customer 26466 comment
26467,Bob Customer 26467,26467 Main St,17,555-8567,36528.57,HOUSEHOLD,2,Customer 26467 comment
26468,Diana Customer 26468,26468 Main St,18,555-6627,-3662.9,AUTOMOBILE,3,Customer 26468 comment
26469,Henry Customer 26469,26469 Main St,19,555-1517,-4633.5,MACHINERY,4,Customer 26469 comment
26470,Frank Customer 26470,26470 Main St,20,555-9401,36584.99,HOUSEHOLD,0,Customer 26470 comment
26471,Jack Customer 26471,26471 Main St,21,555-3959,13193.92,AUTOMOBILE,1,Customer 26471 comment
26472,Henry Customer 26472,26472 Main St,22,555-3324,-8125.19,AUTOMOBILE,2,Customer 26472 comment
26473,Iris Customer 26473,26473 Main St,23,555-1426,42452.02,MACHINERY,3,Customer 26473 comment
26474,Jack Customer 26474,26474 Main St,24,555-7704,58686.57,MACHINERY,4,Customer 26474 comment
26475,Charlie Customer 26475,26475 Main St,0,555-1516,87138.11,MACHINERY,0,Customer 26475 comment
26476,Eve Customer 26476,26476 Main St,1,555-4922,64185.43,HOUSEHOLD,1,Customer 26476 comment
26477,Eve Customer 26477,26477 Main St,2,555-3541,47132.46,AUTOMOBILE,2,Customer 26477 comment
26478,Jack Customer 26478,26478 Main St,3,555-7981,15537.22,BUILDING,3,Customer 26478 comment
26479,Grace Customer 26479,26479 Main St,4,555-4903,87717.33,HOUSEHOLD,4,Customer 26479 comment
26480,Iris Customer 26480,26480 Main St,5,555-9264,60269.04,MACHINERY,0,Customer 26480 comment
26481,Alice Customer 26481,26481 Main St,6,555-6216,4561.58,MACHINERY,1,Customer 26481 comment
26482,Iris Customer 26482,26482 Main St,7,555-4262,39772.41,AUTOMOBILE,2,Customer 26482 comment
26483,Frank Customer 26483,26483 Main St,8,555-5337,80877.95,MACHINERY,3,Customer 26483 comment
26484,Grace Customer 26484,26484 Main St,9,555-2549,21186.08,AUTOMOBILE,4,Customer 26484 comment
26485,Frank Customer 26485,26485 Main St,10,555-6391,23905.91,FURNITURE,0,Customer 26485 comment
26486,Frank Customer 26486,26486 Main St,11,555-6661,64459.86,HOUSEHOLD,1,Customer 26486 comment
26487,Charlie Customer 26487,26487 Main St,12,555-9528,94015.86,FURNITURE,2,Customer 26487 comment
26488,Diana Customer 26488,26488 Main St,13,555-4272,83654.33,HOUSEHOLD,3,Customer 26488 comment
26489,Henry Customer 26489,26489 Main St,14,555-7572,25488.56,MACHINERY,4,Customer 26489 comment
26490,Frank Customer 26490,26490 Main St,15,555-3333,18359.2,HOUSEHOLD,0,Customer 26490 comment
26491,Diana Customer 26491,26491 Main St,16,555-5320,682.44,HOUSEHOLD,1,Customer 26491 comment
26492,Frank Customer 26492,26492 Main St,17,555-4438,54402.38,MACHINERY,2,Customer 26492 comment
26493,Grace Customer 26493,26493 Main St,18,555-1810,26471.31,FURNITURE,3,Customer 26493 comment
26494,Diana Customer 26494,26494 Main St,19,555-8225,69977.62,AUTOMOBILE,4,Customer 26494 comment
26495,Jack Customer 26495,26495 Main St,20,555-2665,89229.81,HOUSEHOLD,0,Customer 26495 comment
26496,Frank Customer 26496,26496 Main St,21,555-1270,84391.3,BUILDING,1,Customer 26496 comment
26497,Grace Customer 26497,26497 Main St,22,555-3054,40128.07,FURNITURE,2,Customer 26497 comment
26498,Eve Customer 26498,26498 Main St,23,555-8976,19691.49,HOUSEHOLD,3,Customer 26498 comment
26499,Alice Customer 26499,26499 Main St,24,555-7092,42443.29,HOUSEHOLD,4,Customer 26499 comment
26500,Jack Customer 26500,26500 Main St,0,555-6852,61473.56,FURNITURE,0,Customer 26500 comment
26501,Charlie Customer 26501,26501 Main St,1,555-6401,89852.18,FURNITURE,1,Customer 26501 comment
26502,Jack Customer 26502,26502 Main St,2,555-7767,78962.21,AUTOMOBILE,2,Customer 26502 comment
26503,Grace Customer 26503,26503 Main St,3,555-7279,-191.66,BUILDING,3,Customer 26503 comment
26504,Charlie Customer 26504,26504 Main St,4,555-4172,78309.2,HOUSEHOLD,4,Customer 26504 comment
26505,Alice Customer 26505,26505 Main St,5,555-6455,-4971.81,AUTOMOBILE,0,Customer 26505 comment
26506,Diana Customer 26506,26506 Main St,6,555-6150,-8133.23,AUTOMOBILE,1,Customer 26506 comment
26507,Frank Customer 26507,26507 Main St,7,555-9579,74127.29,FURNITURE,2,Customer 26507 comment
26508,Diana Customer 26508,26508 Main St,8,555-7492,45469.97,FURNITURE,3,Customer 26508 comment
26509,Bob Customer 26509,26509 Main St,9,555-2118,58043.58,AUTOMOBILE,4,Customer 26509 comment
26510,Frank Customer 26510,26510 Main St,10,555-4205,39085.75,FURNITURE,0,Customer 26510 comment
26511,Grace Customer 26511,26511 Main St,11,555-4883,46433.9,FURNITURE,1,Customer 26511 comment
26512,Grace Customer 26512,26512 Main St,12,555-9842,96769.12,AUTOMOBILE,2,Customer 26512 comment
26513,Bob Customer 26513,26513 Main St,13,555-4884,78664.34,FURNITURE,3,Customer 26513 comment
26514,Grace Customer 26514,26514 Main St,14,555-5944,71314.03,AUTOMOBILE,4,Customer 26514 comment
26515,Jack Customer 26515,26515 Main St,15,555-3206,42005.67,MACHINERY,0,Customer 26515 comment
26516,Iris Customer 26516,26516 Main St,16,555-3931,11836.6,MACHINERY,1,Customer 26516 comment
26517,Iris Customer 26517,26517 Main St,17,555-2144,88755.91,AUTOMOBILE,2,Customer 26517 comment
26518,Bob Customer 26518,26518 Main St,18,555-5448,16714.41,AUTOMOBILE,3,Customer 26518 comment
26519,Alice Customer 26519,26519 Main St,19,555-5098,8702.98,FURNITURE,4,Customer 26519 comment
26520,Jack Customer 26520,26520 Main St,20,555-4687,98762.7,HOUSEHOLD,0,Customer 26520 comment
26521,Henry Customer 26521,26521 Main St,21,555-8040,47983.64,HOUSEHOLD,1,Customer 26521 comment
26522,Eve Customer 26522,26522 Main St,22,555-1432,-5342.44,BUILDING,2,Customer 26522 comment
26523,Grace Customer 26523,26523 Main St,23,555-1689,59496.48,AUTOMOBILE,3,Customer 26523 comment
26524,Charlie Customer 26524,26524 Main St,24,555-4031,57038.21,MACHINERY,4,Customer 26524 comment
26525,Jack Customer 26525,26525 Main St,0,555-4426,75094.22,BUILDING,0,Customer 26525 comment
26526,Eve Customer 26526,26526 Main St,1,555-6309,31867.92,MACHINERY,1,Customer 26526 comment
26527,Charlie Customer 26527,26527 Main St,2,555-6274,10317.65,HOUSEHOLD,2,Customer 26527 comment
26528,Charlie Customer 26528,26528 Main St,3,555-6881,1260.53,MACHINERY,3,Customer 26528 comment
26529,Eve Customer 26529,26529 Main St,4,555-7251,69772.22,FURNITURE,4,Customer 26529 comment
26530,Diana Customer 26530,26530 Main St,5,555-1009,-529.67,AUTOMOBILE,0,Customer 26530 comment
26531,Iris Customer 26531,26531 Main St,6,555-5884,64209.59,BUILDING,1,Customer 26531 comment
26532,Eve Customer 26532,26532 Main St,7,555-8299,67971.17,MACHINERY,2,Customer 26532 comment
26533,Frank Customer 26533,26533 Main St,8,555-2462,29622.95,FURNITURE,3,Customer 26533 comment
26534,Grace Customer 26534,26534 Main St,9,555-7288,9869.2,HOUSEHOLD,4,Customer 26534 comment
26535,Frank Customer 26535,26535 Main St,10,555-3504,29500.33,AUTOMOBILE,0,Customer 26535 comment
26536,Alice Customer 26536,26536 Main St,11,555-3905,86783.52,MACHINERY,1,Customer 26536 comment
26537,Henry Customer 26537,26537 Main St,12,555-4190,99018.46,BUILDING,2,Customer 26537 comment
26538,Eve Customer 26538,26538 Main St,13,555-8364,35118.02,MACHINERY,3,Customer 26538 comment
26539,Iris Customer 26539,26539 Main St,14,555-5029,56929.35,BUILDING,4,Customer 26539 comment
26540,Iris Customer 26540,26540 Main St,15,555-4422,67105.11,HOUSEHOLD,0,Customer 26540 comment
26541,Eve Customer 26541,26541 Main St,16,555-5589,-3656.85,HOUSEHOLD,1,Customer 26541 comment
26542,Alice Customer 26542,26542 Main St,17,555-2575,-4406.22,FURNITURE,2,Customer 26542 comment
26543,Jack Customer 26543,26543 Main St,18,555-1849,10603.82,FURNITURE,3,Customer 26543 comment
26544,Frank Customer 26544,26544 Main St,19,555-1904,72330.32,BUILDING,4,Customer 26544 comment
26545,Iris Customer 26545,26545 Main St,20,555-8748,84154.44,AUTOMOBILE,0,Customer 26545 comment
26546,Diana Customer 26546,26546 Main St,21,555-6823,61928.94,BUILDING,1,Customer 26546 comment
26547,Diana Customer 26547,26547 Main St,22,555-4618,35198.69,HOUSEHOLD,2,Customer 26547 comment
26548,Iris Customer 26548,26548 Main St,23,555-5001,8876.66,HOUSEHOLD,3,Customer 26548 comment
26549,Bob Customer 26549,26549 Main St,24,555-7353,35971.16,BUILDING,4,Customer 26549 comment
26550,Charlie Customer 26550,26550 Main St,0,555-7296,79895.83,HOUSEHOLD,0,Customer 26550 comment
26551,Bob Customer 26551,26551 Main St,1,555-2793,58969.82,HOUSEHOLD,1,Customer 26551 comment
26552,Charlie Customer 26552,26552 Main St,2,555-6030,53171.86,AUTOMOBILE,2,Customer 26552 comment
26553,Charlie Customer 26553,26553 Main St,3,555-4460,7567.92,FURNITURE,3,Customer 26553 comment
26554,Henry Customer 26554,26554 Main St,4,555-5773,22384.09,FURNITURE,4,Customer 26554 comment
26555,Grace Customer 26555,26555 Main St,5,555-4891,30801.32,AUTOMOBILE,0,Customer 26555 comment
26556,Frank Customer 26556,26556 Main St,6,555-5104,-1447.55,AUTOMOBILE,1,Customer 26556 comment
26557,Charlie Customer 26557,26557 Main St,7,555-8145,40850.44,HOUSEHOLD,2,Customer 26557 comment
26558,Henry Customer 26558,26558 Main St,8,555-7932,83707.58,MACHINERY,3,Customer 26558 comment
26559,Bob Customer 26559,26559 Main St,9,555-3040,16066.51,BUILDING,4,Customer 26559 comment
26560,Eve Customer 26560,26560 Main St,10,555-5650,22947.85,BUILDING,0,Customer 26560 comment
26561,Alice Customer 26561,26561 Main St,11,555-6024,92799.1,MACHINERY,1,Customer 26561 comment
26562,Iris Customer 26562,26562 Main St,12,555-1336,36890.49,MACHINERY,2,Customer 26562 comment
26563,Grace Customer 26563,26563 Main St,13,555-7482,-2348.3,FURNITURE,3,Customer 26563 comment
26564,Eve Customer 26564,26564 Main St,14,555-9694,55262.5,MACHINERY,4,Customer 26564 comment
26565,Frank Customer 26565,26565 Main St,15,555-4757,39955.06,HOUSEHOLD,0,Customer 26565 comment
26566,Diana Customer 26566,26566 Main St,16,555-1027,-3052.37,BUILDING,1,Customer 26566 comment
26567,Alice Customer 26567,26567 Main St,17,555-6469,68933.57,MACHINERY,2,Customer 26567 comment
26568,Bob Customer 26568,26568 Main St,18,555-8058,74029.33,HOUSEHOLD,3,Customer 26568 comment
26569,Jack Customer 26569,26569 Main St,19,555-5964,14764.65,BUILDING,4,Customer 26569 comment
26570,Iris Customer 26570,26570 Main St,20,555-6365,87502.76,MACHINERY,0,Customer 26570 comment
26571,Iris Customer 26571,26571 Main St,21,555-8130,73338.6,FURNITURE,1,Customer 26571 comment
26572,Iris Customer 26572,26572 Main St,22,555-5624,39361.62,FURNITURE,2,Customer 26572 comment
26573,Iris Customer 26573,26573 Main St,23,555-7405,70387.0,BUILDING,3,Customer 26573 comment
26574,Iris Customer 26574,26574 Main St,24,555-9051,26360.65,BUILDING,4,Customer 26574 comment
26575,Grace Customer 26575,26575 Main St,0,555-6185,43408.73,AUTOMOBILE,0,Customer 26575 comment
26576,Charlie Customer 26576,26576 Main St,1,555-5810,26927.79,FURNITURE,1,Customer 26576 comment
26577,Charlie Customer 26577,26577 Main St,2,555-8458,44507.57,BUILDING,2,Customer 26577 comment
26578,Diana Customer 26578,26578 Main St,3,555-1219,61431.16,HOUSEHOLD,3,Customer 26578 comment
26579,Henry Customer 26579,26579 Main St,4,555-7998,1973.7,HOUSEHOLD,4,Customer 26579 comment
26580,Alice Customer 26580,26580 Main St,5,555-2882,30303.65,FURNITURE,0,Customer 26580 comment
26581,Bob Customer 26581,26581 Main St,6,555-4429,10902.68,BUILDING,1,Customer 26581 comment
26582,Charlie Customer 26582,26582 Main St,7,555-4226,98627.74,BUILDING,2,Customer 26582 comment
26583,Frank Customer 26583,26583 Main St,8,555-1826,64408.92,AUTOMOBILE,3,Customer 26583 comment
26584,Diana Customer 26584,26584 Main St,9,555-8762,82310.12,MACHINERY,4,Customer 26584 comment
26585,Henry Customer 26585,26585 Main St,10,555-5188,87801.96,MACHINERY,0,Customer 26585 comment
26586,Eve Customer 26586,26586 Main St,11,555-8129,42068.78,AUTOMOBILE,1,Customer 26586 comment
26587,Iris Customer 26587,26587 Main St,12,555-7785,69635.26,BUILDING,2,Customer 26587 comment
26588,Alice Customer 26588,26588 Main St,13,555-4189,75576.01,BUILDING,3,Customer 26588 comment
26589,Grace Customer 26589,26589 Main St,14,555-7487,88404.45,BUILDING,4,Customer 26589 comment
26590,Henry Customer 26590,26590 Main St,15,555-8644,90637.24,AUTOMOBILE,0,Customer 26590 comment
26591,Charlie Customer 26591,26591 Main St,16,555-1814,22673.6,FURNITURE,1,Customer 26591 comment
26592,Charlie Customer 26592,26592 Main St,17,555-5583,82751.89,BUILDING,2,Customer 26592 comment
26593,Grace Customer 26593,26593 Main St,18,555-7908,83812.93,BUILDING,3,Customer 26593 comment
26594,Henry Customer 26594,26594 Main St,19,555-3807,55628.26,HOUSEHOLD,4,Customer 26594 comment
26595,Iris Customer 26595,26595 Main St,20,555-6785,27368.55,FURNITURE,0,Customer 26595 comment
26596,Frank Customer 26596,26596 Main St,21,555-9006,28199.84,HOUSEHOLD,1,Customer 26596 comment
26597,Diana Customer 26597,26597 Main St,22,555-5845,80660.94,AUTOMOBILE,2,Customer 26597 comment
26598,Charlie Customer 26598,26598 Main St,23,555-8322,42520.23,HOUSEHOLD,3,Customer 26598 comment
26599,Jack Customer 26599,26599 Main St,24,555-4283,18422.05,HOUSEHOLD,4,Customer 26599 comment
26600,Eve Customer 26600,26600 Main St,0,555-4746,11998.56,AUTOMOBILE,0,Customer 26600 comment
26601,Diana Customer 26601,26601 Main St,1,555-7594,5992.11,FURNITURE,1,Customer 26601 comment
26602,Iris Customer 26602,26602 Main St,2,555-1836,77390.16,BUILDING,2,Customer 26602 comment
26603,Bob Customer 26603,26603 Main St,3,555-1472,53428.06,AUTOMOBILE,3,Customer 26603 comment
26604,Iris Customer 26604,26604 Main St,4,555-8772,78933.62,MACHINERY,4,Customer 26604 comment
26605,Bob Customer 26605,26605 Main St,5,555-6077,41093.75,AUTOMOBILE,0,Customer 26605 comment
26606,Charlie Customer 26606,26606 Main St,6,555-3056,-3277.42,MACHINERY,1,Customer 26606 comment
26607,Diana Customer 26607,26607 Main St,7,555-4673,91624.06,HOUSEHOLD,2,Customer 26607 comment
26608,Frank Customer 26608,26608 Main St,8,555-4707,20891.85,BUILDING,3,Customer 26608 comment
26609,Diana Customer 26609,26609 Main St,9,555-5240,69081.74,FURNITURE,4,Customer 26609 comment
26610,Frank Customer 26610,26610 Main St,10,555-6655,-3863.54,FURNITURE,0,Customer 26610 comment
26611,Frank Customer 26611,26611 Main St,11,555-4349,-3787.12,MACHINERY,1,Customer 26611 comment
26612,Diana Customer 26612,26612 Main St,12,555-1844,-6725.46,AUTOMOBILE,2,Customer 26612 comment
26613,Jack Customer 26613,26613 Main St,13,555-1056,-3991.85,MACHINERY,3,Customer 26613 comment
26614,Henry Customer 26614,26614 Main St,14,555-4972,42746.4,MACHINERY,4,Customer 26614 comment
26615,Frank Customer 26615,26615 Main St,15,555-7115,30589.22,FURNITURE,0,Customer 26615 comment
26616,Eve Customer 26616,26616 Main St,16,555-7444,74047.71,AUTOMOBILE,1,Customer 26616 comment
26617,Alice Customer 26617,26617 Main St,17,555-4165,33983.3,HOUSEHOLD,2,Customer 26617 comment
26618,Jack Customer 26618,26618 Main St,18,555-6486,42132.86,FURNITURE,3,Customer 26618 comment
26619,Diana Customer 26619,26619 Main St,19,555-9458,-5161.76,AUTOMOBILE,4,Customer 26619 comment
26620,Jack Customer 26620,26620 Main St,20,555-2706,69285.73,AUTOMOBILE,0,Customer 26620 comment
26621,Alice Customer 26621,26621 Main St,21,555-3134,47401.77,BUILDING,1,Customer 26621 comment
26622,Charlie Customer 26622,26622 Main St,22,555-2167,15224.01,MACHINERY,2,Customer 26622 comment
26623,Eve Customer 26623,26623 Main St,23,555-1113,-1192.96,BUILDING,3,Customer 26623 comment
26624,Grace Customer 26624,26624 Main St,24,555-7834,5352.36,HOUSEHOLD,4,Customer 26624 comment
26625,Charlie Customer 26625,26625 Main St,0,555-8247,52964.3,AUTOMOBILE,0,Customer 26625 comment
26626,Alice Customer 26626,26626 Main St,1,555-9834,266.16,FURNITURE,1,Customer 26626 comment
26627,Frank Customer 26627,26627 Main St,2,555-6792,-6547.59,HOUSEHOLD,2,Customer 26627 comment
26628,Grace Customer 26628,26628 Main St,3,555-2574,76678.14,AUTOMOBILE,3,Customer 26628 comment
26629,Alice Customer 26629,26629 Main St,4,555-9686,25954.97,FURNITURE,4,Customer 26629 comment
26630,Alice Customer 26630,26630 Main St,5,555-1880,2685.74,MACHINERY,0,Customer 26630 comment
26631,Grace Customer 26631,26631 Main St,6,555-3788,92242.02,HOUSEHOLD,1,Customer 26631 comment
26632,Jack Customer 26632,26632 Main St,7,555-1731,40921.23,MACHINERY,2,Customer 26632 comment
26633,Iris Customer 26633,26633 Main St,8,555-1031,89298.81,BUILDING,3,Customer 26633 comment
26634,Iris Customer 26634,26634 Main St,9,555-6938,86233.88,FURNITURE,4,Customer 26634 comment
26635,Jack Customer 26635,26635 Main St,10,555-5730,35170.75,BUILDING,0,Customer 26635 comment
26636,Iris Customer 26636,26636 Main St,11,555-8015,23520.81,HOUSEHOLD,1,Customer 26636 comment
26637,Grace Customer 26637,26637 Main St,12,555-4018,83776.51,AUTOMOBILE,2,Customer 26637 comment
26638,Eve Customer 26638,26638 Main St,13,555-2810,16189.72,HOUSEHOLD,3,Customer 26638 comment
26639,Jack Customer 26639,26639 Main St,14,555-3381,94424.61,FURNITURE,4,Customer 26639 comment
